Time,epoch,optimize,reward,score,epsilon
"2022-01-04 13:01:52,688",1,28,1.8,46,0.099971
"2022-01-04 13:01:58,945",2,105,6.7,55,0.099893
"2022-01-04 13:02:03,628",3,162,4.5,42,0.099837
"2022-01-04 13:02:09,500",4,230,5.8,52,0.099768
"2022-01-04 13:02:14,237",5,291,4.9,42,0.099708
"2022-01-04 13:02:20,903",6,374,7.3,59,0.099624
"2022-01-04 13:02:26,984",7,399,0.6,50,0.099607
"2022-01-04 13:02:32,376",8,426,0.3,43,0.099593
"2022-01-04 13:02:38,446",9,456,0.5,49,0.099577
"2022-01-04 13:02:43,522",10,478,0.1,42,0.099565
"2022-01-04 13:02:49,646",11,509,0.5,51,0.099549
"2022-01-04 13:02:54,952",12,535,0.3,43,0.099535
"2022-01-04 13:03:00,201",13,561,0.3,42,0.099521
"2022-01-04 13:03:06,325",14,591,0.5,52,0.099505
"2022-01-04 13:03:12,701",15,621,0.5,52,0.09949
"2022-01-04 13:03:19,476",16,655,0.7,57,0.099472
"2022-01-04 13:03:24,817",17,681,0.3,42,0.099458
"2022-01-04 13:03:30,078",18,707,0.3,42,0.099444
"2022-01-04 13:03:35,407",19,733,0.3,43,0.09943
"2022-01-04 13:03:40,720",20,759,0.3,43,0.099416
"2022-01-04 13:03:46,900",21,789,0.5,51,0.0994
"2022-01-04 13:03:52,114",22,815,0.3,42,0.099386
"2022-01-04 13:03:57,365",23,841,0.3,42,0.099372
"2022-01-04 13:04:02,574",24,867,0.3,42,0.099358
"2022-01-04 13:04:07,929",25,893,0.3,43,0.099344
"2022-01-04 13:04:14,124",26,923,0.5,50,0.099328
"2022-01-04 13:04:20,290",27,954,0.5,51,0.099312
"2022-01-04 13:04:25,527",28,980,0.3,42,0.099298
"2022-01-04 13:04:30,668",29,1006,0.3,42,0.099284
"2022-01-04 13:04:35,870",30,1032,0.3,42,0.09927
"2022-01-04 13:04:41,149",31,1059,0.3,43,0.099256
"2022-01-04 13:04:48,695",32,1098,0.9,64,0.099236
"2022-01-04 13:04:54,765",33,1128,0.5,50,0.09922
"2022-01-04 13:05:03,143",34,1170,1.1,71,0.099198
"2022-01-04 13:05:10,115",35,1204,0.7,58,0.09918
"2022-01-04 13:05:15,371",36,1230,0.3,42,0.099166
"2022-01-04 13:05:20,542",37,1256,0.3,42,0.099152
"2022-01-04 13:05:25,790",38,1282,0.3,43,0.099138
"2022-01-04 13:05:33,168",39,1320,0.9,62,0.099118
"2022-01-04 13:05:38,193",40,1344,0.2,42,0.099105
"2022-01-04 13:05:43,529",41,1370,0.3,42,0.099091
"2022-01-04 13:05:48,852",42,1396,0.3,42,0.099077
"2022-01-04 13:05:54,195",43,1422,0.3,43,0.099063
"2022-01-04 13:05:59,450",44,1448,0.3,42,0.099049
"2022-01-04 13:06:04,481",45,1472,0.2,42,0.099036
"2022-01-04 13:06:10,160",46,1498,0.3,48,0.099022
"2022-01-04 13:06:15,826",47,1526,0.4,48,0.099007
"2022-01-04 13:06:21,560",48,1554,0.4,48,0.098992
"2022-01-04 13:06:26,763",49,1580,0.3,42,0.098978
"2022-01-04 13:06:32,043",50,1606,0.3,42,0.098964
"2022-01-04 13:06:39,095",51,1640,0.7,58,0.098946
"2022-01-04 13:06:45,136",52,1670,0.5,48,0.09893
"2022-01-04 13:06:51,631",53,1702,0.6,54,0.098913
"2022-01-04 13:06:59,058",54,1738,0.8,62,0.098894
"2022-01-04 13:07:04,354",55,1762,0.2,42,0.098881
"2022-01-04 13:07:09,336",56,1786,0.2,42,0.098868
"2022-01-04 13:07:14,651",57,1813,0.3,43,0.098854
"2022-01-04 13:07:19,906",58,1839,0.3,42,0.09884
"2022-01-04 13:07:25,958",59,1869,0.5,49,0.098824
"2022-01-04 13:07:31,218",60,1895,0.3,42,0.09881
"2022-01-04 13:07:36,528",61,1921,0.3,43,0.098796
"2022-01-04 13:07:41,770",62,1947,0.3,42,0.098782
"2022-01-04 13:07:46,794",63,1971,0.2,42,0.098769
"2022-01-04 13:07:52,028",64,1997,0.3,42,0.098755
"2022-01-04 13:07:57,250",65,2024,0.3,42,0.098741
"2022-01-04 13:08:04,315",66,2058,0.7,59,0.098723
"2022-01-04 13:08:09,612",67,2085,0.3,42,0.098709
"2022-01-04 13:08:14,851",68,2111,0.3,42,0.098695
"2022-01-04 13:08:20,116",69,2138,0.3,43,0.098681
"2022-01-04 13:08:25,108",70,2162,0.2,42,0.098668
"2022-01-04 13:08:31,581",71,2194,0.6,54,0.098651
"2022-01-04 13:08:38,493",72,2228,0.7,59,0.098633
"2022-01-04 13:08:44,388",73,2258,0.5,50,0.098617
"2022-01-04 13:08:49,625",74,2284,0.3,42,0.098603
"2022-01-04 13:08:55,009",75,2310,0.3,43,0.098589
"2022-01-04 13:09:00,015",76,2334,0.2,42,0.098576
"2022-01-04 13:09:05,082",77,2358,0.2,42,0.098563
"2022-01-04 13:09:10,434",78,2385,0.3,42,0.098549
"2022-01-04 13:09:17,457",79,2421,0.8,57,0.09853
"2022-01-04 13:09:22,489",80,2445,0.2,42,0.098517
"2022-01-04 13:09:27,652",81,2471,0.3,42,0.098503
"2022-01-04 13:09:33,798",82,2501,0.5,50,0.098488
"2022-01-04 13:09:41,329",83,2539,0.9,62,0.098468
"2022-01-04 13:09:46,307",84,2563,0.2,42,0.098455
"2022-01-04 13:09:51,289",85,2587,0.2,42,0.098442
"2022-01-04 13:10:01,038",86,2637,1.5,84,0.098416
"2022-01-04 13:10:06,175",87,2662,0.2,42,0.098403
"2022-01-04 13:10:11,513",88,2688,0.3,42,0.098389
"2022-01-04 13:10:16,518",89,2712,0.2,42,0.098376
"2022-01-04 13:10:25,214",90,2754,1.1,74,0.098354
"2022-01-04 13:10:30,220",91,2778,0.2,42,0.098341
"2022-01-04 13:10:37,377",92,2814,0.8,60,0.098322
"2022-01-04 13:10:45,978",93,2858,1.2,71,0.098299
"2022-01-04 13:10:52,328",94,2890,0.6,53,0.098282
"2022-01-04 13:10:59,385",95,2926,0.8,57,0.098263
"2022-01-04 13:11:04,417",96,2950,0.2,42,0.09825
"2022-01-04 13:11:10,463",97,2980,0.5,51,0.098234
"2022-01-04 13:11:19,128",98,3024,1.2,74,0.098211
"2022-01-04 13:11:24,124",99,3049,0.2,42,0.098198
"2022-01-04 13:11:31,364",100,3085,0.8,61,0.098179
"2022-01-04 13:11:36,384",101,3109,0.2,42,0.098166
"2022-01-04 13:11:44,414",102,3149,1,68,0.098145
"2022-01-04 13:11:53,459",103,3195,1.3,76,0.098121
"2022-01-04 13:11:58,825",104,3221,0.3,42,0.098107
"2022-01-04 13:12:04,047",105,3245,0.2,42,0.098094
"2022-01-04 13:12:09,266",106,3271,0.3,42,0.09808
"2022-01-04 13:12:14,547",107,3297,0.3,42,0.098066
"2022-01-04 13:12:21,712",108,3333,0.8,60,0.098047
"2022-01-04 13:12:28,134",109,3365,0.6,55,0.09803
"2022-01-04 13:12:34,633",110,3397,0.6,54,0.098013
"2022-01-04 13:12:40,653",111,3427,0.5,50,0.097997
"2022-01-04 13:12:45,863",112,3453,0.3,42,0.097983
"2022-01-04 13:12:52,255",113,3485,0.6,54,0.097966
"2022-01-04 13:13:00,817",114,3527,1.1,72,0.097944
"2022-01-04 13:13:06,911",115,3555,0.4,50,0.097929
"2022-01-04 13:13:14,091",116,3591,0.8,60,0.09791
"2022-01-04 13:13:19,107",117,3615,0.2,42,0.097897
"2022-01-04 13:13:24,107",118,3639,0.2,42,0.097884
"2022-01-04 13:13:29,460",119,3665,0.3,43,0.09787
"2022-01-04 13:13:40,257",120,3719,1.7,94,0.097842
"2022-01-04 13:13:48,278",121,3760,1,67,0.097821
"2022-01-04 13:13:53,284",122,3784,0.2,42,0.097808
"2022-01-04 13:13:58,367",123,3809,0.2,42,0.097795
"2022-01-04 13:14:06,104",124,3847,0.9,65,0.097775
"2022-01-04 13:14:13,851",125,3887,1,66,0.097754
"2022-01-04 13:14:19,187",126,3913,0.3,43,0.09774
"2022-01-04 13:14:25,618",127,3945,0.6,53,0.097723
"2022-01-04 13:14:36,147",128,4000,1.7,90,0.097695
"2022-01-04 13:14:41,458",129,4027,0.3,43,0.097681
"2022-01-04 13:14:47,540",130,4057,0.5,50,0.097665
"2022-01-04 13:14:52,859",131,4084,0.3,43,0.097651
"2022-01-04 13:14:57,846",132,4108,0.2,42,0.097638
"2022-01-04 13:15:04,189",133,4138,0.5,53,0.097622
"2022-01-04 13:15:12,229",134,4179,1,67,0.097601
"2022-01-04 13:15:17,278",135,4203,0.2,42,0.097588
"2022-01-04 13:15:23,765",136,4235,0.6,54,0.097571
"2022-01-04 13:15:29,096",137,4261,0.3,43,0.097557
"2022-01-04 13:15:44,490",138,4340,2.9,135,0.097517
"2022-01-04 13:15:52,051",139,4378,0.9,62,0.097498
"2022-01-04 13:15:57,133",140,4402,0.2,42,0.097485
"2022-01-04 13:16:03,517",141,4433,0.5,53,0.097469
"2022-01-04 13:16:08,853",142,4459,0.3,42,0.097455
"2022-01-04 13:16:16,812",143,4499,1,66,0.097434
"2022-01-04 13:16:23,205",144,4531,0.6,53,0.097417
"2022-01-04 13:16:28,569",145,4557,0.3,43,0.097403
"2022-01-04 13:16:33,636",146,4581,0.2,42,0.09739
"2022-01-04 13:16:43,393",147,4632,1.5,84,0.097364
"2022-01-04 13:16:52,928",148,4680,1.4,75,0.097339
"2022-01-04 13:16:59,301",149,4710,0.5,52,0.097323
"2022-01-04 13:17:04,674",150,4734,0.2,42,0.09731
"2022-01-04 13:17:11,209",151,4766,0.6,56,0.097293
"2022-01-04 13:17:20,739",152,4815,1.4,83,0.097268
"2022-01-04 13:17:25,746",153,4839,0.2,42,0.097255
"2022-01-04 13:17:30,838",154,4863,0.2,42,0.097242
"2022-01-04 13:17:37,967",155,4899,0.8,60,0.097223
"2022-01-04 13:17:44,745",156,4933,0.7,57,0.097205
"2022-01-04 13:17:49,772",157,4957,0.2,42,0.097192
"2022-01-04 13:17:55,076",158,4984,0.3,43,0.097178
"2022-01-04 13:18:02,074",159,5019,0.7,59,0.09716
"2022-01-04 13:18:14,774",160,5086,2.3,111,0.097126
"2022-01-04 13:18:19,990",161,5112,0.3,42,0.097112
"2022-01-04 13:18:27,918",162,5154,1,67,0.097091
"2022-01-04 13:18:33,275",163,5180,0.3,42,0.097077
"2022-01-04 13:18:38,651",164,5206,0.3,43,0.097063
"2022-01-04 13:18:53,150",165,5281,2.7,125,0.097025
"2022-01-04 13:19:01,857",166,5325,1.2,75,0.097002
"2022-01-04 13:19:09,124",167,5359,0.7,61,0.096984
"2022-01-04 13:19:17,843",168,5403,1.2,72,0.096961
"2022-01-04 13:19:28,775",169,5457,1.7,94,0.096933
"2022-01-04 13:19:33,796",170,5482,0.2,42,0.09692
"2022-01-04 13:19:41,675",171,5522,1,67,0.096899
"2022-01-04 13:19:48,912",172,5558,0.8,60,0.09688
"2022-01-04 13:19:55,285",173,5586,0.4,52,0.096865
"2022-01-04 13:20:04,380",174,5628,1.1,78,0.096843
"2022-01-04 13:20:09,530",175,5652,0.2,42,0.09683
"2022-01-04 13:20:19,938",176,5704,1.6,89,0.096803
"2022-01-04 13:20:32,392",177,5768,2.2,109,0.09677
"2022-01-04 13:20:38,966",178,5800,0.6,55,0.096753
"2022-01-04 13:20:47,053",179,5840,1,68,0.096732
"2022-01-04 13:20:52,222",180,5866,0.3,42,0.096718
"2022-01-04 13:21:03,654",181,5922,1.8,95,0.096689
"2022-01-04 13:21:10,008",182,5954,0.6,53,0.096672
"2022-01-04 13:21:15,696",183,5982,0.4,47,0.096657
"2022-01-04 13:21:24,159",184,6024,1.1,72,0.096635
"2022-01-04 13:21:30,194",185,6055,0.5,50,0.096619
"2022-01-04 13:21:38,514",186,6097,1.1,70,0.096597
"2022-01-04 13:21:43,732",187,6123,0.2,42,0.096584
"2022-01-04 13:21:48,755",188,6147,0.2,42,0.096571
"2022-01-04 13:21:57,128",189,6191,1.2,72,0.096548
"2022-01-04 13:22:02,465",190,6217,0.3,43,0.096534
"2022-01-04 13:22:09,548",191,6251,0.7,59,0.096516
"2022-01-04 13:22:14,856",192,6277,0.3,43,0.096503
"2022-01-04 13:22:22,830",193,6317,1,67,0.096482
"2022-01-04 13:22:30,349",194,6355,0.9,65,0.096462
"2022-01-04 13:22:38,141",195,6394,0.9,67,0.096442
"2022-01-04 13:22:44,434",196,6425,0.5,51,0.096426
"2022-01-04 13:22:51,959",197,6464,0.9,65,0.096406
"2022-01-04 13:22:59,777",198,6504,1,66,0.096385
"2022-01-04 13:23:07,016",199,6538,0.7,60,0.096367
"2022-01-04 13:23:20,875",200,6608,2.5,119,0.096331
"2022-01-04 13:23:26,943",201,6638,0.5,50,0.096315
"2022-01-04 13:23:33,109",202,6668,0.5,51,0.096299
"2022-01-04 13:23:38,303",203,6692,0.2,42,0.096286
"2022-01-04 13:23:48,959",204,6746,1.7,93,0.096258
"2022-01-04 13:23:56,212",205,6782,0.8,61,0.096239
"2022-01-04 13:24:02,295",206,6812,0.5,52,0.096223
"2022-01-04 13:24:09,638",207,6848,0.8,63,0.096204
"2022-01-04 13:24:14,709",208,6872,0.2,42,0.096191
"2022-01-04 13:24:22,688",209,6912,1,68,0.09617
"2022-01-04 13:24:32,556",210,6962,1.5,83,0.096144
"2022-01-04 13:24:41,464",211,7009,1.3,77,0.09612
"2022-01-04 13:24:52,093",212,7063,1.7,91,0.096092
"2022-01-04 13:24:57,118",213,7088,0.2,42,0.096079
"2022-01-04 13:25:13,057",214,7168,3,140,0.096038
"2022-01-04 13:25:20,611",215,7204,0.8,62,0.096019
"2022-01-04 13:25:26,789",216,7234,0.5,52,0.096003
"2022-01-04 13:25:42,056",217,7308,2.7,134,0.095965
"2022-01-04 13:25:48,052",218,7335,0.3,49,0.095951
"2022-01-04 13:25:56,388",219,7375,1,71,0.09593
"2022-01-04 13:26:02,768",220,7405,0.5,54,0.095914
"2022-01-04 13:26:09,739",221,7439,0.7,57,0.095896
"2022-01-04 13:26:17,791",222,7479,1,67,0.095875
"2022-01-04 13:26:33,637",223,7561,3.1,137,0.095833
"2022-01-04 13:26:53,623",224,7655,3.7,161,0.095785
"2022-01-04 13:26:58,814",225,7677,0.1,42,0.095773
"2022-01-04 13:27:06,776",226,7715,0.9,68,0.095753
"2022-01-04 13:27:12,785",227,7746,0.5,49,0.095737
"2022-01-04 13:27:28,775",228,7828,3.1,138,0.095695
"2022-01-04 13:27:36,048",229,7864,0.8,61,0.095676
"2022-01-04 13:27:41,193",230,7889,0.2,42,0.095663
"2022-01-04 13:27:48,419",231,7925,0.8,61,0.095644
"2022-01-04 13:27:53,671",232,7951,0.3,42,0.09563
"2022-01-04 13:27:59,898",233,7980,0.4,51,0.095615
"2022-01-04 13:28:06,332",234,8013,0.6,53,0.095598
"2022-01-04 13:28:16,497",235,8061,1.4,88,0.095573
"2022-01-04 13:28:25,696",236,8107,1.3,78,0.095549
"2022-01-04 13:28:32,871",237,8143,0.8,61,0.09553
"2022-01-04 13:28:38,124",238,8169,0.3,42,0.095516
"2022-01-04 13:28:47,077",239,8213,1.2,74,0.095494
"2022-01-04 13:28:53,594",240,8245,0.6,55,0.095477
"2022-01-04 13:29:01,475",241,8284,0.9,66,0.095457
"2022-01-04 13:29:06,484",242,8308,0.2,42,0.095444
"2022-01-04 13:29:11,516",243,8332,0.2,42,0.095431
"2022-01-04 13:29:18,676",244,8368,0.8,58,0.095412
"2022-01-04 13:29:26,215",245,8406,0.9,62,0.095392
"2022-01-04 13:29:31,456",246,8432,0.3,42,0.095378
"2022-01-04 13:29:40,762",247,8478,1.3,81,0.095354
"2022-01-04 13:29:51,703",248,8532,1.7,94,0.095326
"2022-01-04 13:29:58,811",249,8568,0.8,59,0.095307
"2022-01-04 13:30:04,446",250,8594,0.3,43,0.095293
"2022-01-04 13:30:15,048",251,8649,1.7,90,0.095265
"2022-01-04 13:30:26,380",252,8706,1.8,97,0.095236
"2022-01-04 13:30:35,077",253,8750,1.2,74,0.095213
"2022-01-04 13:30:40,068",254,8775,0.2,42,0.0952
"2022-01-04 13:30:45,395",255,8801,0.3,42,0.095186
"2022-01-04 13:30:53,305",256,8841,1,67,0.095165
"2022-01-04 13:30:59,812",257,8873,0.6,55,0.095148
"2022-01-04 13:31:21,813",258,8982,4.4,183,0.095093
"2022-01-04 13:31:26,934",259,9004,0.1,42,0.095081
"2022-01-04 13:31:33,697",260,9036,0.6,55,0.095064
"2022-01-04 13:31:40,039",261,9069,0.6,51,0.095047
"2022-01-04 13:31:47,282",262,9106,0.8,60,0.095028
"2022-01-04 13:31:54,366",263,9140,0.7,57,0.09501
"2022-01-04 13:32:01,918",264,9179,0.9,62,0.09499
"2022-01-04 13:32:10,367",265,9220,1,73,0.094969
"2022-01-04 13:32:16,370",266,9250,0.5,51,0.094953
"2022-01-04 13:32:21,712",267,9276,0.3,43,0.094939
"2022-01-04 13:32:28,180",268,9308,0.6,55,0.094922
"2022-01-04 13:32:45,926",269,9399,3.5,155,0.094876
"2022-01-04 13:32:57,228",270,9455,1.8,93,0.094847
"2022-01-04 13:33:03,669",271,9487,0.6,53,0.09483
"2022-01-04 13:33:12,815",272,9533,1.3,78,0.094806
"2022-01-04 13:33:20,287",273,9571,0.9,62,0.094786
"2022-01-04 13:33:25,597",274,9597,0.3,43,0.094772
"2022-01-04 13:33:40,734",275,9675,2.9,133,0.094732
"2022-01-04 13:33:46,993",276,9707,0.6,53,0.094715
"2022-01-04 13:33:57,482",277,9761,1.7,89,0.094687
"2022-01-04 13:34:02,809",278,9785,0.2,42,0.094674
"2022-01-04 13:34:08,866",279,9815,0.5,49,0.094658
"2022-01-04 13:34:15,318",280,9847,0.6,53,0.094641
"2022-01-04 13:34:21,630",281,9877,0.5,52,0.094625
"2022-01-04 13:34:27,008",282,9903,0.3,43,0.094611
"2022-01-04 13:34:33,144",283,9933,0.5,49,0.094595
"2022-01-04 13:34:38,974",284,9961,0.4,48,0.09458
"2022-01-04 13:34:49,140",285,10011,1.5,86,0.094554
"2022-01-04 13:34:59,139",286,10061,1.5,86,0.094528
"2022-01-04 13:35:08,085",287,10106,1.2,77,0.094505
"2022-01-04 13:35:13,061",288,10130,0.2,42,0.094493
"2022-01-04 13:35:25,943",289,10196,2.3,112,0.094459
"2022-01-04 13:35:32,768",290,10230,0.7,57,0.094441
"2022-01-04 13:35:38,103",291,10256,0.3,42,0.094427
"2022-01-04 13:35:43,087",292,10280,0.2,42,0.094414
"2022-01-04 13:35:50,913",293,10318,0.9,66,0.094394
"2022-01-04 13:36:00,483",294,10365,1.3,81,0.09437
"2022-01-04 13:36:05,740",295,10389,0.2,42,0.094357
"2022-01-04 13:36:15,493",296,10439,1.5,83,0.094331
"2022-01-04 13:36:25,492",297,10489,1.5,85,0.094305
"2022-01-04 13:36:31,933",298,10521,0.6,54,0.094288
"2022-01-04 13:36:42,260",299,10573,1.6,89,0.094261
"2022-01-04 13:36:48,519",300,10603,0.5,53,0.094245
"2022-01-04 13:36:55,737",301,10639,0.8,60,0.094226
"2022-01-04 13:37:02,677",302,10673,0.7,59,0.094208
"2022-01-04 13:37:08,737",303,10701,0.4,52,0.094193
"2022-01-04 13:37:14,008",304,10728,0.3,42,0.094179
"2022-01-04 13:37:25,858",305,10786,1.9,103,0.094149
"2022-01-04 13:37:34,660",306,10831,1.2,75,0.094126
"2022-01-04 13:37:45,971",307,10890,1.9,99,0.094096
"2022-01-04 13:37:52,956",308,10924,0.7,57,0.094078
"2022-01-04 13:38:01,603",309,10969,1.2,73,0.094055
"2022-01-04 13:38:10,999",310,11016,1.3,80,0.094031
"2022-01-04 13:38:18,442",311,11054,0.9,62,0.094011
"2022-01-04 13:38:23,757",312,11080,0.3,42,0.093997
"2022-01-04 13:38:29,117",313,11106,0.3,43,0.093983
"2022-01-04 13:38:34,959",314,11134,0.4,50,0.093968
"2022-01-04 13:38:41,283",315,11165,0.5,52,0.093952
"2022-01-04 13:38:55,292",316,11237,2.5,122,0.093916
"2022-01-04 13:39:10,685",317,11314,2.8,135,0.093877
"2022-01-04 13:39:15,840",318,11340,0.3,42,0.093863
"2022-01-04 13:39:22,060",319,11370,0.5,52,0.093847
"2022-01-04 13:39:33,722",320,11430,2,101,0.093816
"2022-01-04 13:39:39,048",321,11456,0.3,44,0.093802
"2022-01-04 13:39:56,571",322,11544,3.4,153,0.093757
"2022-01-04 13:40:03,439",323,11578,0.7,58,0.093739
"2022-01-04 13:40:13,468",324,11628,1.5,86,0.093713
"2022-01-04 13:40:24,317",325,11685,1.8,93,0.093684
"2022-01-04 13:40:30,579",326,11715,0.5,51,0.093668
"2022-01-04 13:40:35,618",327,11739,0.2,42,0.093655
"2022-01-04 13:40:41,955",328,11770,0.5,54,0.093639
"2022-01-04 13:40:50,038",329,11811,1,68,0.093618
"2022-01-04 13:40:58,488",330,11853,1.1,71,0.093596
"2022-01-04 13:41:03,466",331,11878,0.2,42,0.093583
"2022-01-04 13:41:09,630",332,11908,0.5,52,0.093567
"2022-01-04 13:41:17,460",333,11945,0.8,67,0.093548
"2022-01-04 13:41:25,808",334,11987,1.1,70,0.093526
"2022-01-04 13:41:38,160",335,12049,2.1,108,0.093495
"2022-01-04 13:41:52,813",336,12123,2.7,128,0.093457
"2022-01-04 13:41:57,821",337,12147,0.2,42,0.093444
"2022-01-04 13:42:17,240",338,12247,4,171,0.093393
"2022-01-04 13:42:23,622",339,12277,0.5,52,0.093377
"2022-01-04 13:42:30,869",340,12313,0.8,61,0.093358
"2022-01-04 13:42:38,492",341,12351,0.9,64,0.093338
"2022-01-04 13:42:47,218",342,12395,1.2,73,0.093315
"2022-01-04 13:42:53,693",343,12427,0.6,52,0.093298
"2022-01-04 13:42:59,690",344,12457,0.5,51,0.093282
"2022-01-04 13:43:12,770",345,12524,2.3,112,0.093248
"2022-01-04 13:43:21,785",346,12568,1.2,77,0.093225
"2022-01-04 13:43:41,437",347,12668,4,174,0.093174
"2022-01-04 13:43:47,695",348,12699,0.5,51,0.093158
"2022-01-04 13:43:52,848",349,12723,0.2,42,0.093145
"2022-01-04 13:43:59,675",350,12755,0.6,58,0.093128
"2022-01-04 13:44:10,398",351,12809,1.7,91,0.0931
"2022-01-04 13:44:20,219",352,12859,1.5,83,0.093074
"2022-01-04 13:44:34,168",353,12928,2.4,122,0.093039
"2022-01-04 13:44:40,214",354,12958,0.5,50,0.093023
"2022-01-04 13:44:48,102",355,12999,1,65,0.093002
"2022-01-04 13:44:58,273",356,13051,1.6,86,0.092975
"2022-01-04 13:45:10,470",357,13111,2,107,0.092944
"2022-01-04 13:45:32,887",358,13215,4.2,188,0.092891
"2022-01-04 13:45:41,900",359,13255,1,75,0.09287
"2022-01-04 13:45:51,373",360,13303,1.4,79,0.092845
"2022-01-04 13:46:01,694",361,13356,1.6,90,0.092818
"2022-01-04 13:46:06,756",362,13381,0.2,42,0.092805
"2022-01-04 13:46:15,140",363,13421,1,71,0.092784
"2022-01-04 13:46:21,461",364,13453,0.6,52,0.092767
"2022-01-04 13:46:28,031",365,13485,0.6,55,0.09275
"2022-01-04 13:46:33,762",366,13513,0.4,48,0.092735
"2022-01-04 13:46:40,545",367,13547,0.7,56,0.092717
"2022-01-04 13:46:48,833",368,13589,1.1,70,0.092695
"2022-01-04 13:46:53,909",369,13613,0.2,42,0.092682
"2022-01-04 13:46:59,086",370,13637,0.2,42,0.092669
"2022-01-04 13:47:08,318",371,13683,1.3,78,0.092645
"2022-01-04 13:47:18,697",372,13733,1.5,90,0.092619
"2022-01-04 13:47:27,968",373,13777,1.2,78,0.092596
"2022-01-04 13:47:34,317",374,13808,0.5,51,0.09258
"2022-01-04 13:47:43,210",375,13852,1.2,76,0.092557
"2022-01-04 13:47:51,269",376,13890,0.9,68,0.092537
"2022-01-04 13:47:57,920",377,13920,0.5,57,0.092521
"2022-01-04 13:48:03,998",378,13948,0.4,51,0.092507
"2022-01-04 13:48:11,106",379,13976,0.4,57,0.092492
"2022-01-04 13:48:20,175",380,14023,1.3,76,0.092468
"2022-01-04 13:48:35,568",381,14098,2.7,134,0.09243
"2022-01-04 13:48:42,973",382,14134,0.8,63,0.092411
"2022-01-04 13:48:48,169",383,14160,0.3,42,0.092397
"2022-01-04 13:48:54,527",384,14191,0.5,52,0.092381
"2022-01-04 13:49:01,780",385,14227,0.8,61,0.092362
"2022-01-04 13:49:07,989",386,14257,0.5,51,0.092346
"2022-01-04 13:49:17,594",387,14303,1.3,80,0.092322
"2022-01-04 13:49:24,557",388,14337,0.7,57,0.092304
"2022-01-04 13:49:31,826",389,14371,0.7,57,0.092286
"2022-01-04 13:49:37,954",390,14401,0.5,50,0.09227
"2022-01-04 13:49:44,356",391,14434,0.6,53,0.092253
"2022-01-04 13:49:49,536",392,14460,0.3,42,0.092239
"2022-01-04 13:49:59,351",393,14511,1.5,83,0.092213
"2022-01-04 13:50:06,696",394,14548,0.8,60,0.092194
"2022-01-04 13:50:16,543",395,14596,1.4,85,0.092169
"2022-01-04 13:50:22,799",396,14628,0.6,52,0.092152
"2022-01-04 13:50:28,060",397,14654,0.3,42,0.092138
"2022-01-04 13:50:40,227",398,14714,2,104,0.092107
"2022-01-04 13:50:55,251",399,14790,2.8,132,0.092068
"2022-01-04 13:51:02,158",400,14825,0.7,56,0.09205
"2022-01-04 13:51:14,051",401,14881,1.8,101,0.092021
"2022-01-04 13:51:19,091",402,14903,0.1,42,0.092009
"2022-01-04 13:51:24,418",403,14927,0.2,42,0.091996
"2022-01-04 13:51:29,537",404,14951,0.2,42,0.091983
"2022-01-04 13:51:38,430",405,14991,1,74,0.091962
"2022-01-04 13:51:44,938",406,15019,0.4,54,0.091947
"2022-01-04 13:51:52,247",407,15055,0.8,60,0.091928
"2022-01-04 13:51:57,453",408,15081,0.3,42,0.091914
"2022-01-04 13:52:02,417",409,15105,0.2,42,0.091901
"2022-01-04 13:52:15,851",410,15173,2.4,118,0.091866
"2022-01-04 13:52:23,727",411,15213,1,68,0.091845
"2022-01-04 13:52:31,419",412,15251,0.9,66,0.091825
"2022-01-04 13:52:36,489",413,15275,0.2,42,0.091812
"2022-01-04 13:52:42,658",414,15306,0.5,50,0.091796
"2022-01-04 13:52:55,298",415,15368,2.1,109,0.091764
"2022-01-04 13:53:04,746",416,15414,1.3,82,0.09174
"2022-01-04 13:53:13,896",417,15460,1.3,76,0.091716
"2022-01-04 13:53:21,558",418,15498,0.9,63,0.091696
"2022-01-04 13:53:44,642",419,15606,4.4,190,0.091641
"2022-01-04 13:53:51,272",420,15634,0.4,54,0.091626
"2022-01-04 13:54:04,385",421,15698,2.2,115,0.091593
"2022-01-04 13:54:11,756",422,15734,0.8,63,0.091574
"2022-01-04 13:54:18,747",423,15769,0.7,57,0.091556
"2022-01-04 13:54:26,017",424,15805,0.8,60,0.091537
"2022-01-04 13:54:31,365",425,15831,0.3,43,0.091523
"2022-01-04 13:54:39,223",426,15871,1,66,0.091503
"2022-01-04 13:54:44,404",427,15896,0.2,42,0.09149
"2022-01-04 13:54:49,454",428,15920,0.2,42,0.091477
"2022-01-04 13:55:03,091",429,15988,2.4,118,0.091442
"2022-01-04 13:55:10,127",430,16022,0.7,60,0.091424
"2022-01-04 13:55:22,550",431,16084,2.1,106,0.091392
"2022-01-04 13:55:28,404",432,16112,0.4,49,0.091377
"2022-01-04 13:55:49,798",433,16222,4.5,187,0.091321
"2022-01-04 13:55:55,907",434,16253,0.5,52,0.091305
"2022-01-04 13:56:02,524",435,16285,0.6,54,0.091288
"2022-01-04 13:56:17,132",436,16359,2.7,127,0.09125
"2022-01-04 13:56:33,630",437,16442,3.1,142,0.091208
"2022-01-04 13:56:47,851",438,16512,2.5,123,0.091172
"2022-01-04 13:56:58,475",439,16564,1.6,92,0.091145
